автаркія	Ancient Greek
автократ	Ancient Greek
Агафія	Ancient Greek
алегорія	Ancient Greek
Алупка	Ancient Greek
амнезія	Ancient Greek
аналогія	Ancient Greek
анафема	Ancient Greek
ангел	Ancient Greek
аномалія	Ancient Greek
антидот	Ancient Greek
антипатія	Ancient Greek
антологія	Ancient Greek
апокаліпсис	Ancient Greek
Артем	Ancient Greek
архангел	Ancient Greek
архонт	Ancient Greek
асиметрія	Ancient Greek
аскет	Ancient Greek
астрологія	Ancient Greek
аттик	Ancient Greek
Афродіта	Ancient Greek
варвар	Ancient Greek
Віталій	Ancient Greek
гегемонія	Ancient Greek
Геннадій	Ancient Greek
Георгій	Ancient Greek
героїня	Ancient Greek
Гордій	Ancient Greek
Данило	Ancient Greek
демагогія	Ancient Greek
демократія	Ancient Greek
дерматит	Ancient Greek
дзета	Ancient Greek
диск	Ancient Greek
дифірамб	Ancient Greek
дяк	Ancient Greek
діагностика	Ancient Greek
діаграма	Ancient Greek
діадема	Ancient Greek
діалект	Ancient Greek
діаспора	Ancient Greek
еврика	Ancient Greek
евтаназія	Ancient Greek
енергія	Ancient Greek
Есхіл	Ancient Greek
етер	Ancient Greek
етимологія	Ancient Greek
ефір	Ancient Greek
Зевс	Ancient Greek
кактус	Ancient Greek
кераміка	Ancient Greek
Кирило	Ancient Greek
кома	Ancient Greek
комора	Ancient Greek
космос	Ancient Greek
Ксеркс	Ancient Greek
кіста	Ancient Greek
Леонід	Ancient Greek
литавра	Ancient Greek
логос	Ancient Greek
Лідія	Ancient Greek
магія	Ancient Greek
Майя	Ancient Greek
марафон	Ancient Greek
Маркіян	Ancient Greek
монархія	Ancient Greek
некрополь	Ancient Greek
Ніка	Ancient Greek
оксамит	Ancient Greek
оксиморон	Ancient Greek
оладка	Ancient Greek
оладок	Ancient Greek
Олекса	Ancient Greek
Олексій	Ancient Greek
оргазм	Ancient Greek
орган	Ancient Greek
Орест	Ancient Greek
панахида	Ancient Greek
пандемія	Ancient Greek
пародія	Ancient Greek
Пасха	Ancient Greek
педагогіка	Ancient Greek
Персефона	Ancient Greek
Платон	Ancient Greek
проскура	Ancient Greek
Піфагор	Ancient Greek
